,March_Maha
24499,7.6320743477492226
24749,12.112011759185048
24999,10.93028467699044
25249,11.67364833134117
25499,9.194706943415063
25749,10.946441627172117
25999,12.932930250172593
26249,11.900274917174308
26499,10.47565481455067
26749,6.954185441384783
26999,8.488966431645734
27249,7.310614424144293
27499,7.3774525109293005
27749,7.471501246816355
27999,5.74887102760814
28249,8.577506217177586
28499,8.960256461376824
28749,6.442765739200312
28999,6.719587113625494
29249,7.075722898673927
29499,7.04621740032224
29749,6.51627400913391
29999,6.743615623763836
30249,6.61773890478899
30499,5.626071473404041
30749,8.443519929961875
30999,8.118910231879577
31249,11.177640343015838
31499,11.664699942524074
31749,11.504481258341572
31999,10.826789244892192
32249,14.153797490794688
32499,11.54991458552393
32749,15.877667551372294
32999,17.303767725483915
33249,16.883759237627938
33499,17.77582452078195
33749,16.123197398901922
33999,15.770053982300315
34249,12.619143489947056
34499,15.010629315315148
34749,13.795442306799016
34999,16.890979892011476
35249,16.08519706232653
35499,35.33387984862883
35749,35.77492377963782
35999,46.73201921256721
36249,42.132267152758075
36499,27.003127046154766
36749,31.187477547410207
36999,17.26890522317628
37249,14.145796690118203
37499,17.419621157012237
37749,17.62697153405039
37999,24.180042907969597
38249,24.32709599351506
38499,21.11604226809035
38749,16.664706074701872
38999,5.615653240989923
39249,5.7524893086670446
39499,7.200333763931784
39749,6.260488627865372
39999,5.432761201900912
40249,7.408521501989171
40499,23.342150908429947
40749,17.861567846278575
40999,15.84128833647493
41249,16.272992300352822
41499,17.23491857330294
41749,19.37704632075764
41999,24.24202441956845
42249,22.386482058682997
42499,19.022015526233268
42749,12.235661251549043
42999,7.559275656771752
43249,11.434889222353023
43499,16.319896112088767
43749,17.910077432763924
43999,22.059275309906482
44249,26.84388010928399
44499,23.738879989334837
44749,19.508015703195717
44999,15.18767770196066
45249,20.647255077035474
45499,21.047331230215498
45749,20.74594940481464
45999,13.199074282274665
46249,15.383818518612998
46499,13.705825727949199
46749,7.4912288311476445
46999,9.883926270599487
47249,9.38622783521021
47499,9.391852185155642
47749,13.499377803011267
47999,15.714368909392906
48249,14.730889736775516
48499,16.44181483925894
48749,11.897772484801873
48999,12.974480871379566
49249,14.571658529741585
49499,15.21262331618724
49749,12.072339372907997
49999,10.19935090936031
50249,14.799477128614635
50499,12.57836965757772
50749,12.697091055363797
50999,9.01791843147532
51249,8.543105443159604
51499,10.866190688782002
51749,9.408703345916342
51999,7.661777418074917
52249,8.299504591032488
52499,8.24668429955032
52749,8.176063884787364
52999,7.619959138197696
53249,7.9816078416672624
53499,9.563697651126834
53749,11.003101981873778
53999,9.571906693898143
54249,11.317046049094015
54499,18.269144722530662
54749,18.94946247793071
54999,15.511251893170266
55249,17.492247590747922
55499,14.7091376852019
55749,16.79459985485998
55999,20.942231886280467
56249,14.240806165151012
56499,10.684330564187889
56749,9.954180236785275
56999,11.809626014693777
57249,9.19419473495694
57499,10.709514561772988
57749,10.929902013853539
57999,12.452383028879927
58249,14.388068623158059
58499,24.23194928776129
58749,24.380301112715745
58999,31.69890375551047
59249,30.996151257605625
59499,20.24650423713729
59749,16.465594363169068
59999,18.13671402918449
60249,16.39753424535343
60499,14.101816530259526
60749,10.310171185085952
60999,14.477359918478566
61249,12.389780458927408
61499,13.557686061505102
61749,17.435896134602363
61999,11.898191373933326
62249,11.826776062075625
62499,12.709482503536748
62749,9.554460924671202
62999,8.43757274558264
63249,12.855478983486128
63499,6.07318210009014
63749,11.573816327199072
63999,15.243284591799089
64249,15.065851248188741
64499,14.512968652690104
64749,14.793276308372452
64999,20.965858933448203
65249,20.404710270373183
65499,16.929285826467268
65749,23.61369760704597
65999,7.4735772097301805
66249,16.928448710508984
66499,20.15716296133386
66749,22.302919084179575
66999,17.850603537663567
67249,23.876165547657042
67499,21.035685292147697
67749,17.187758101750386
67999,15.397108882565194
68249,19.583063345613244
68499,20.314349269983804
68749,20.12653027264257
68999,17.95554309157062
69249,17.12240447989003
69499,14.146421226983916
69749,7.868545021476461
69999,6.331885897014669
70249,5.788888370128117
70499,8.05951872791567
70749,6.91827540133871
70999,9.053463316969955
71249,10.346355808642139
71499,8.088406812933401
71749,9.554204821272316
71999,12.103346739285467
72249,12.696311091625496
72499,11.874342447850262
72749,12.313707458232177
72999,8.8563287192336
73249,10.069823995932857
73499,10.451273012922382
73749,9.510076287436338
73999,8.11436031727189
74249,6.979765778598708
74499,7.325401693129
74749,26.49604587048534
74999,25.81939884549024
75249,24.636828339691434
75499,32.28745593023023
75749,28.73879112593202
75999,29.06936589518144
76249,26.19021779945179
76499,26.117204017437693
76749,8.751537384100484
76999,10.138601582860437
77249,10.42096708871789
77499,11.52348613255678
77749,13.327930706144574
77999,15.224767097443863
78249,13.764153755511904
78499,15.93606661969135
78749,15.399457082740788
78999,23.93363313514611
79249,28.379985446607506
79499,18.59638066591883
79749,16.580346689282
79999,16.53749053034126
80249,19.197422665221502
80499,13.407351761500278
80749,13.541130447394487
80999,14.211137617655774
81249,23.235302157935987
81499,24.939151831848758
81749,19.388986067986338
81999,25.33042872726766
82249,24.129918552924366
82499,27.04851423810725
82749,21.750020424735006
82999,18.64672923245769
83249,16.181174628951407
83499,12.810025531389833
83749,11.45820639322599
83999,13.937430655057641
84249,15.082763363846432
84499,11.258377789724577
84749,13.598180973682355
84999,10.970441019830014
85249,10.563644000861895
85499,11.620657874388112
85749,11.050103975631716
85999,10.82650283026434
86249,12.302450027162857
86499,7.694459434557808
86749,29.60866868423159
86999,25.890457119685543
87249,46.46455819642539
87499,46.42812076364253
87749,47.45931211189783
87999,46.61804981650614
88249,45.488164076461146
88499,45.24716764967888
88749,48.90939874084317
88999,49.569798068851476
89249,8.150271203248245
89499,9.252012822552373
89749,7.224904886680632
89999,7.129838407529726
90249,26.693714058236807
90499,25.198292839781267
90749,25.025525546204783
90999,21.282115106008597
91249,19.34721162712187
91499,20.524546338084935
91749,34.6055203124859
91999,25.835972259730944
92249,13.124811777688015
92499,9.106423443608938
92749,9.801973695584163
92999,8.709180304234263
93249,9.463020690317192
93499,7.511159126486781
93749,8.77459435927064
93999,7.143183685071061
94249,6.484522983339461
94499,12.571527047383151
94749,16.59618623720401
94999,9.226929266352677
95249,9.739448495628588
95499,16.1889937082267
95749,18.253119433550786
95999,17.44832553530836
96249,16.648894592443327
96499,12.38000129443626
96749,15.25757731614057
96999,11.474848768472674
97249,9.950189071224612
97499,9.727229892749218
97749,9.006458374445414
97999,9.25313976207064
98249,21.52183911533921
98499,19.616416748627064
98749,20.481674847952696
98999,22.163746486103708
99249,21.838386451319895
99499,20.912346464938814
99749,21.692286404671904
99999,21.307830847839238
100249,16.107429319461403
100499,20.981085065987806
100749,20.274491826522816
100999,19.49743657387492
101249,20.10614159707602
101499,19.14162275934375
101749,17.115511567848635
101999,20.77605885279729
102249,21.101728005508097
102499,9.749420632303417
102749,12.818950100504914
102999,9.913587476813888
103249,6.724788644856758
103499,10.251994857110985
103749,13.462533980642
103999,10.353598706429153
104249,11.236375420838947
104499,13.313776915336984
104749,14.577278188330409
104999,23.042829701042514
105249,22.4387523358342
105499,22.699469117804423
105749,21.260413331862683
105999,22.079864249017387
106249,21.4444980312187
106499,20.611052305002712
106749,20.920699299947174
106999,8.376061656953238
107249,8.157588246713335
107499,8.882867158070036
107749,9.338543928217138
107999,7.89311944729216
108249,8.70650041390568
108499,10.654236355970944
108749,14.468043417626422
108999,12.573317546926
109249,12.347992888940958
109499,13.26871696990383
109749,14.319558084567488
109999,14.697318166031081
110249,10.9315125167903
110499,12.441278022314384
110749,11.672470975608825
110999,12.303691661494993
111249,15.277131368652253
111499,17.398745835790304
111749,17.446491356280376
111999,21.37374844953927
112249,27.394495558416388
112499,23.268978507141718
112749,22.70929521693625
112999,13.874557614179768
113249,13.490123011176353
113499,11.52404610749384
113749,10.356906540137539
113999,14.907477778721086
114249,19.086028647255322
114499,15.765025929312793
114749,11.977010270517763
114999,10.953955698193205
115249,18.51321649206645
115499,15.393834152204981
115749,14.08222862617712
115999,9.18275854443517
116249,9.890627464857763
116499,16.33858382331802
116749,18.36407347923155
116999,16.856821112138494
117249,17.852387326469838
117499,16.894213547421412
117749,13.625973668726001
117999,16.407063722645436
118249,12.509539338473305
118499,10.246093864000802
118749,10.795738064380284
118999,16.617979870314286
119249,19.905068146937847
119499,17.180679650890028
119749,20.972606209287044
119999,9.601165912421443
120249,19.878247139832734
120499,12.923184532422598
120749,11.896161390795926
120999,8.854007871845477
121249,8.061981276515562
121499,7.341171059278174
121749,36.372526237348175
121999,33.93094478742424
122249,32.98009231200954
122499,35.48763286995993
122749,37.685695930730844
122999,34.8964578812616
123249,38.63354124651168
123499,40.50901080002786
123749,20.10121695911265
123999,30.115821687292463
124249,24.672844420450932
124499,19.492555259786744
124749,16.25584662644127
124999,18.93766303713725
125249,17.298025327646336
125499,18.537271405912982
125749,20.525456640283263
125999,20.04248233554159
126249,23.47589686057014
126499,12.7405698043069
126749,12.239506743689745
126999,10.196837608212896
127249,10.757535169359933
127499,8.383787375671266
127749,7.881308452283926
127999,10.549320549073311
128249,15.735914049706587
128499,13.537153167964798
128749,20.881280779425627
128999,17.895538382064704
129249,19.3080233377072
129499,20.165139286503088
129749,20.344929378339053
129999,17.708226608318586
130249,18.27956659221381
130499,17.449506916978777
130749,6.292170478100846
130999,5.423257364758673
131249,4.803046814340906
131499,5.736182797426025
131749,5.934176120840589
131999,8.183836115304906
132249,7.690355463458293
132499,8.293054610157599
132749,8.668338864616581
132999,9.083329670747867
133249,9.417839575022619
133499,7.209456220688091
133749,10.93620313863294
133999,12.970736047392615
134249,11.144445893279846
134499,11.263185944269614
134749,14.218390087511855
134999,14.802361626680728
135249,19.35260214076476
135499,23.954014626050665
135749,26.241601074767622
135999,20.273509228461364
136249,7.951632446193245
136499,13.230536248204704
136749,13.948975468366871
136999,8.381408050657125
137249,15.738657566904797
137499,17.11543329758066
137749,17.557959070118336
137999,16.26797383768398
138249,15.204990387974457
138499,17.174849842648907
138749,17.12657331795601
138999,17.24126792417467
139249,12.492351093473244
139499,21.12945043191263
139749,19.8577572455806
139999,19.8043454768981
140249,21.472052216657183
140499,22.817592808174602
140749,21.846743360875315
140999,18.105136909886443
141249,18.843982373177198
141499,8.745440688621343
141749,9.349755336392118
141999,10.418204448323712
142249,16.454847212499853
142499,19.3075180976964
142749,17.041312903598737
142999,17.28172076997299
143249,12.906288912354405
143499,11.04094051819584
143749,9.36811619195379
143999,10.114220027411651
144249,7.945920697611237
144499,8.008831574701096
144749,10.378768168184276
144999,25.41003645611338
145249,22.358877171209738
145499,22.52950009196212
145749,21.971960790736617
145999,22.536025069474398
146249,21.15433636442743
146499,22.363399093497367
146749,22.782599785962525
146999,11.297838745968871
147249,10.262991713256046
147499,11.417327217548703
147749,12.051424214289673
147999,13.93275039862337
148249,12.005578778959045
148499,11.315684166664305
148749,12.026892987831918
148999,10.87565169962653
149249,12.752814721316124
149499,10.838809183551628
149749,9.839455189563862
149999,11.260262919815181
150249,16.404960281429837
150499,14.531503048791443
150749,16.593829006799865
150999,18.47682554034129
151249,24.125685402625592
151499,28.697847821408075
151749,16.745831094001815
151999,40.383819676547546
152249,31.035026562755448
152499,29.037326248585607
152749,22.42885644454268
152999,17.626587420217728
153249,19.122317684419592
153499,17.3729268745067
153749,19.209813225586696
153999,13.096222968050757
154249,11.480680104294898
154499,17.05032789349384
154749,14.564539657379223
154999,15.954395557990782
155249,9.494322942806575
155499,12.604109589951642
155749,12.073083663480118
155999,11.948553518833565
156249,11.942125274897652
156499,14.316589395616695
156749,15.948059901574213
156999,14.952514509236861
157249,16.781668545490778
157499,18.650328423899776
157749,21.161624265807472
157999,23.99698094427253
158249,23.192967135601773
158499,23.484150377304992
158749,27.482381974632524
158999,21.470541905993386
159249,7.906745236770064
159499,6.717705460644634
159749,14.13996415011982
159999,15.063454256745619
160249,18.509575825999722
160499,15.798862777234008
160749,18.061548046765523
160999,15.555697885498383
161249,14.447440406066786
161499,14.0944902209925
161749,7.699122797941109
161999,6.886791614843771
162249,6.433106778680906
162499,11.84473178894634
162749,11.739998430943956
162999,10.665588518705428
163249,11.205894109379734
163499,13.881835994904318
163749,13.453512101296562
163999,12.49556125383066
164249,12.404218405382693
164499,9.069021656634238
164749,7.083640179308051
164999,7.711798519316525
165249,6.348295544946369
165499,9.24226341798224
165749,11.053993001796565
165999,12.998687172776233
166249,15.028555831511223
166499,11.887708180504301
166749,13.44408223214646
166999,11.079560836435142
167249,10.97193350048836
167499,7.018590478248768
167749,10.832574999499101
167999,9.173093515036896
168249,28.60544111775116
168499,30.06190742866732
168749,27.015176742824476
168999,28.522155709516767
169249,31.028469608604006
169499,27.228480554477997
169749,26.29810458242255
169999,27.334175544084683
170249,9.817355235166968
170499,8.008297683734622
170749,7.555568045488851
170999,9.215892710524027
171249,10.906797116030448
171499,9.598398700412819
171749,11.374213247566995
171999,13.39704399532597
172249,12.344869266852735
172499,24.722864205773025
172749,24.025040328698232
172999,17.309857873286234
173249,18.318295831209717
173499,19.253641364902155
173749,14.654081415733524
173999,13.196861974520358
174249,14.886446408451384
174499,19.510551532248662
174749,21.81811566218397
174999,11.177343212251822
175249,21.25195416741881
175499,14.436847470376636
175749,17.499308857845158
175999,14.301182862918356
176249,12.64705875104317
176499,12.312043480895944
176749,12.123688275291537
176999,8.137361462482424
177249,9.818135368320377
177499,7.518212729679948
177749,11.372398945885706
177999,11.067906304894144
178249,12.735916044459646
178499,9.919258430574203
178749,11.480830776864291
178999,9.398421570019147
179249,9.771575141886839
179499,8.893393912424774
179749,11.301429613278273
179999,25.471897854539222
180249,17.290174762413
180499,16.538335489640275
180749,18.622752606511224
180999,22.461849685861054
181249,25.725059607201253
181499,22.495452681154816
181749,23.24577803912991
181999,24.958909551640467
182249,18.61768454884724
182499,6.1095534639567735
182749,6.600993075778976
182999,6.224800191796875
183249,7.008172412066912
183499,6.634177848471615
183749,9.269582500703732
183999,9.467128218394903
184249,9.274356126286593
184499,8.857093320147548
184749,10.056266802654868
184999,10.9992966272116
185249,10.078686368204746
185499,10.670890587582077
185749,19.088983666145907
185999,15.604545479001454
186249,16.436217752252176
186499,16.538024102979712
