,Feb_Maha
68999,7.869917755300518
69249,8.699270709116874
69499,9.674090602448087
69749,9.854682240077532
69999,7.3496446403696405
70249,7.06449586618163
70499,7.670973021019168
70749,3.8645203594384796
70999,6.862234083586236
71249,10.20629797030571
71499,10.322378621942073
71749,7.941625340203049
71999,7.766965402564588
72249,6.2395093922348455
72499,8.564575308015272
72749,8.342119417292425
72999,8.156518930708849
73249,6.622897207711017
73499,4.36013494890515
73749,6.726941718124279
73999,8.868455237959985
74249,7.601680058643591
74499,3.733703998695263
74749,2.8329512070881386
74999,2.8511906246002714
75249,3.1303822184322576
75499,5.8956727168081615
75749,6.4000067843181485
75999,8.023613598694057
76249,10.420770464516826
76499,8.636931639750983
76749,9.751507066128017
76999,9.119556358729122
77249,9.683677520611454
77499,4.127167071244117
77749,4.766934413875821
77999,5.340970863636675
78249,6.048324202494566
78499,12.995183215896889
78749,12.935509338989233
78999,13.301061571233827
79249,11.78449907103205
79499,16.131264881684853
79749,9.235289328723214
79999,9.989282921815075
80249,10.1365112585211
80499,6.59666673135453
80749,6.507026233728185
80999,7.314511254483314
81249,7.856739613269175
81499,12.074253025077942
81749,10.966805895629804
81999,10.108351120088908
82249,8.177866140108874
82499,10.286063303561333
82749,9.643589940915046
82999,7.156774949371888
83249,9.157622671126889
83499,14.287414685194607
83749,17.7179440809816
83999,9.428994926476866
84249,9.73082723716224
84499,11.467089558010668
84749,11.283443167151466
84999,13.354460296614356
85249,12.284063126680389
85499,7.714425080038365
85749,6.794554449936851
85999,6.858614333566009
86249,8.764560697714042
86499,10.834441448906157
86749,3.2652601367034935
86999,6.443030094508409
87249,16.921613591525436
87499,13.273800337430444
87749,14.820139688932542
87999,14.24205645719399
88249,13.97715354290158
88499,17.34018199135011
88749,15.823698857934158
88999,21.359705902537698
89249,22.085297251028155
89499,11.123367592086726
89749,27.100442227912584
89999,30.45243300668279
90249,31.49108927653497
90499,17.21082327486197
90749,18.733044902713267
90999,19.109734454926723
91249,17.27265636089479
91499,14.476883541169538
91749,5.314791781950609
91999,8.397398937886997
92249,8.714378962404309
92499,10.46449515865288
92749,8.10040667736941
92999,6.873437260057269
93249,8.216008588884508
93499,9.367880713911475
93749,8.307147829375845
93999,5.041909086409456
94249,5.519668520166312
94499,9.818840299134056
94749,10.325605001943156
94999,12.481954529147753
95249,11.147366158625356
95499,11.86995871650787
95749,11.8875143879786
95999,13.020808328348071
96249,11.354510984916041
96499,7.141299688139198
96749,5.939136812901226
96999,4.1281303840800785
97249,5.318981690751561
97499,4.885153524918776
97749,6.990525601679349
97999,7.236267000183688
98249,7.358121999831093
98499,5.042284686792027
98749,5.597912946662753
98999,8.778278692911213
99249,7.648166344936527
99499,7.565694564330755
99749,8.444523839201812
99999,10.217322534270311
100249,10.236841033248782
100499,6.074126942592886
100749,7.2744901369017025
100999,5.910771639812351
101249,6.79101918768711
101499,7.177645770458339
101749,8.24935398225444
101999,5.491205920142992
102249,6.082471461095623
102499,4.949181680130385
102749,26.72215242886091
102999,29.02132830822553
103249,22.48933589348324
103499,22.23552521157069
103749,20.224623886084974
103999,21.450779856661157
104249,20.841602526943863
104499,20.789212081596915
104749,14.780866974154529
104999,17.07568409598297
105249,8.394073775105996
105499,7.793164730847464
105749,6.612251872025234
105999,8.174940113353498
106249,7.264770811373179
106499,7.346020027555594
106749,7.513042484680609
106999,18.02660464824547
107249,20.435829733330273
107499,20.62709915710583
107749,19.294942349848814
107999,23.984585094313076
108249,22.80421513092263
108499,21.764329665997902
108749,24.622885372107195
108999,6.9778323964113245
109249,9.41632807053505
109499,9.398257079258226
109749,7.940474326511595
109999,8.59756968299408
110249,6.299897791449425
110499,9.315921863391038
110749,7.201232342895472
110999,6.962156497443899
111249,7.121029905923621
111499,8.84043044572909
111749,7.686723999931208
111999,10.072852474132766
112249,12.433703013701063
112499,15.78543205139127
112749,15.038679874700613
112999,6.3779643699308926
113249,9.553493023281517
113499,12.277507975905639
113749,12.859997580690646
113999,13.26871184063588
114249,17.905782684643057
114499,17.760246774631625
114749,16.78157035356876
114999,4.972615378097171
115249,5.0381750686131355
115499,2.647211748431127
115749,2.887985635922068
115999,2.6861408455945255
116249,3.0214351221020577
116499,3.106539696985171
116749,4.903896413880524
116999,5.912765248450621
117249,5.280445844267047
117499,9.680373022418037
117749,9.719402493488307
117999,13.483340248311771
118249,17.41121097696975
118499,14.2650224877462
118749,8.955816400074646
118999,7.909301460601459
119249,6.891054270422271
119499,7.581253750610834
119749,5.3123681330536945
119999,4.167395701499056
120249,4.385139634083447
120499,5.073361986905976
120749,6.227584740220998
120999,3.8311238080975922
121249,4.878434620100503
121499,3.135012027626113
121749,2.945930017949277
121999,3.21101051754012
122249,3.9469773302709705
122499,5.311374314797666
122749,6.132624644889428
122999,6.269049882374839
123249,4.517242003031649
123499,7.17485965080264
123749,9.520287368843842
123999,8.3657471658154
124249,3.827402000791069
124499,3.466333867642387
124749,4.404019972462898
124999,5.227065452993074
125249,4.413636690640388
125499,3.589308423381109
125749,4.111032390637962
125999,2.9337617329097463
126249,6.569026034750538
126499,12.407456115446248
126749,9.168867667117452
126999,8.739784711489559
127249,9.442390718419903
127499,10.742145185917881
127749,10.32007254951611
127999,13.324045279944155
128249,15.867584581768357
128499,21.96006470069169
128749,8.12723974791989
128999,17.075298007650595
129249,13.57861419810467
129499,16.541935434657844
129749,14.607095279257003
129999,10.088452635172208
130249,8.798892422518461
130499,8.505915125723286
130749,8.697247749035384
130999,5.692181703003132
131249,8.390670339220527
131499,7.557012856366648
131749,9.451300833911569
131999,7.980815429158704
132249,9.964492688025445
132499,8.707584280091321
132749,8.67481633751414
132999,10.19387903941045
133249,5.815819050233115
133499,4.194516780169448
133749,4.284681139117675
133999,14.414089661677208
134249,7.423519168766012
134499,6.1140616156313685
134749,6.111941808734493
134999,9.142270036391054
135249,10.342782892936501
135499,11.493342320545475
135749,13.790537536464605
135999,14.70695771126869
136249,15.697430018221711
136499,9.417818892423258
136749,6.724083258890305
136999,7.318955754048008
137249,5.831704343906682
137499,15.731967145154538
137749,16.577198295575496
137999,14.982243231023125
138249,13.771460893750167
138499,11.442189957629953
138749,15.30640743650674
138999,15.822521651021171
139249,17.548753563347905
139499,8.841476143153677
139749,7.546652015364969
139999,8.36016137994255
140249,9.432685894378377
140499,5.287757853211225
140749,7.5542278955881175
140999,8.472351633326019
141249,10.508344968269277
141499,12.845929201646895
141749,14.49151736300772
141999,13.072099672174868
142249,12.173208349734182
142499,10.300881576929466
142749,10.216405215884617
142999,11.20426381719182
143249,10.230985329473558
143499,9.904944877559538
143749,6.234444083160164
143999,8.992810655377859
144249,12.33516400251508
144499,13.008651236167982
144749,6.244463123159747
144999,4.793292628737981
145249,4.922470500616349
145499,5.6233775442332306
145749,4.678836571115349
145999,4.449734006521974
146249,5.231393391061768
146499,5.7063521510420685
146749,4.32094140598777
146999,5.2894977631805356
147249,5.103027072166166
147499,4.496605741675057
147749,5.413502775639421
147999,5.448004614342567
148249,6.035078711221001
148499,5.821457588411812
148749,5.050121219909268
148999,4.490003524637314
149249,5.036605050722769
149499,7.7517504845364344
149749,10.689352078846566
149999,8.797671097093374
150249,7.018551973685638
150499,8.649436584929699
150749,7.391554256663663
150999,7.630972999389652
151249,7.896847383561373
151499,12.288351013781275
151749,13.519987044883905
151999,15.932123579742065
152249,12.262908908261018
152499,11.689246343241965
152749,11.84678691647152
152999,17.84608711678043
153249,10.29443634456387
153499,9.591523041347026
153749,11.724562305401069
153999,12.961313164362789
154249,13.10160400575891
154499,15.41598228357487
154749,15.81994905022657
154999,17.785526574050337
155249,19.680987761451465
155499,18.17704541364942
155749,9.73062919237955
155999,9.657899308356996
156249,9.247437491754388
156499,8.9524517453472
156749,6.395714808232013
156999,4.694116525607865
157249,4.492907545352411
157499,5.823789392343574
157749,16.418200008850466
157999,15.170870592177526
158249,13.90811951088359
158499,11.16223801874089
158749,12.35268886247494
158999,14.06028031203798
159249,14.330445929054733
159499,15.933011822958585
159749,6.708160070056449
159999,13.124317785765873
160249,14.199680588903693
160499,16.225367383685466
160749,12.901917055175648
160999,14.540827746526526
161249,14.875516354326013
161499,12.497829036593851
161749,10.994365558967958
161999,11.564906562336013
162249,13.045086196795115
162499,12.904582359561633
162749,13.436575016348883
162999,12.69249397637619
163249,11.339535506350748
163499,13.285782827897673
163749,13.334219156662007
163999,5.407270902581003
164249,6.239583155290524
164499,6.561725545986861
164749,8.439031820090543
164999,9.786487182144318
165249,10.994891516955374
165499,10.67511737914163
165749,9.952427892681731
165999,8.486160282457973
166249,7.683369127026347
166499,8.346007933233532
166749,9.139263606039162
166999,7.995928226335092
167249,8.807272415452799
167499,6.539249975662686
167749,8.516074676178363
167999,8.641920907865677
168249,8.201652553357155
168499,7.384287150293595
168749,8.197283278262924
168999,9.081568311292282
169249,10.247780388955185
169499,13.559194109851052
169749,12.384247808825704
169999,12.430568568034378
170249,13.584055237844577
170499,13.644786879397913
170749,14.886068192876479
170999,11.332366021906056
171249,9.523707528243687
171499,7.167894609704378
171749,7.758999183334882
171999,9.475060958186647
172249,8.547505300677713
172499,7.241653578172884
172749,7.748608544573364
172999,8.170863348050222
173249,7.401656594500418
173499,14.022502689709068
173749,11.931850143020247
173999,13.245928360919995
174249,13.234821172919629
174499,12.587889637131324
174749,12.205368307508216
174999,14.376931827880973
175249,16.40906201876139
175499,19.582283122369827
175749,13.348196047105564
175999,17.713329263909714
176249,15.800257617719225
176499,19.64719065353402
176749,18.047303189443127
176999,12.078671615680221
177249,12.899025981363843
177499,14.149214003710915
177749,20.048566116984826
177999,13.426773715183055
178249,12.217191911085651
178499,13.59631782791276
178749,13.956635510246318
178999,13.247679095263715
179249,13.410189920853895
179499,14.300861771085845
179749,13.86688239191871
179999,14.046866390476469
180249,12.665422247248522
180499,11.474369098575886
180749,7.889363939620974
180999,7.273377332995507
181249,15.706794491683546
181499,20.204805571113543
181749,18.74117604046797
181999,17.685149616154145
182249,17.590851010511663
182499,18.87365697360069
182749,22.56591235711988
182999,20.62196655637427
183249,28.18234171062102
183499,14.854393187181415
183749,11.600568407270329
183999,12.928905237576972
184249,12.348316646710822
184499,12.51140782460246
184749,14.922685530619566
184999,13.599064434133654
185249,12.418041266290016
185499,11.813728887497334
185749,12.003273442440298
185999,12.697291145236223
186249,12.36983301890463
186499,14.506054368221298
186749,14.73963770447225
186999,13.767367582978096
187249,13.262560733726055
187499,16.023758786700327
