,Feb_Maha
24499,3.0532131326295495
24749,3.059771883311693
24999,3.6636107987564523
25249,27.179958194696937
25499,24.7896784516184
25749,24.851114782612935
25999,26.669097791885317
26249,30.560538171872004
26499,29.751590769931703
26749,34.703102907619794
26999,33.61777778677538
27249,4.343494630547449
27499,3.913562729850606
27749,3.7152044127072092
27999,3.6647347713089076
28249,2.9590237364847423
28499,2.8407047774015277
28749,3.1998073285755155
28999,4.636151222275111
29249,4.039631171205678
29499,4.886107984959578
29749,5.248829029413925
29999,5.349314442009262
30249,5.201275955178161
30499,3.1895325686603893
30749,5.046042208451376
30999,4.09762920410251
31249,2.9147621769893743
31499,3.2487358772190125
31749,3.823642978383216
31999,3.7620398573728298
32249,4.957552818776092
32499,4.947576184061531
32749,2.7547620200645033
32999,4.556423751183314
33249,4.540597582641502
33499,4.745378262638026
33749,4.604591161703633
33999,4.631906734215554
34249,4.641951862874603
34499,5.274847515460008
34749,5.047330682755247
34999,4.812915351650078
35249,4.608973887070518
35499,4.457975158111462
35749,4.43991188584642
35999,3.9136190334576533
36249,10.649982825588978
36499,11.016068489612433
36749,10.705651615484104
36999,14.974744108966256
37249,27.86072132760243
37499,20.216348062637966
37749,21.84305847021221
37999,18.487863600409646
38249,14.097391414846648
38499,13.205649343462351
38749,12.951543818263504
38999,12.499286352593563
39249,3.410473740774113
39499,3.6453993132283435
39749,3.3672877783401103
39999,4.292579725521872
40249,8.822086676046888
40499,8.9436229111676
40749,7.544150260093254
40999,9.829468852428318
41249,8.505831505591447
41499,12.58412859889522
41749,9.861725022283816
41999,8.206920355033466
42249,8.936890928854673
42499,10.733565889230631
42749,4.605864091043425
42999,4.446234577243942
43249,4.285024220707097
43499,3.637241463371923
43749,4.25725909387444
43999,4.083496961456036
44249,4.276861889935747
44499,4.723812947554203
44749,4.961498174707135
44999,7.412687529888181
45249,7.50097463073752
45499,8.12600519351801
45749,5.0890308499549315
45999,4.602069296744333
46249,3.771598414732381
46499,3.3488100158680263
46749,3.3785594138830053
46999,4.054363238622278
47249,4.925001794699468
47499,6.5198426778859995
47749,9.134108032874426
47999,2.793091003949746
48249,4.029899027995693
48499,4.041486238314957
48749,4.294276626682556
48999,4.322326936151953
49249,4.1478090871919
49499,3.582367031403505
49749,6.521024954275751
49999,6.442654567308208
50249,6.098329273934357
50499,5.952705925458807
50749,5.611382627272348
50999,4.928891704983682
51249,4.827250706524104
51499,20.828134988784164
51749,20.905377310573687
51999,20.680499008473035
52249,23.01428383399687
52499,21.08686093413415
52749,21.133816598003822
52999,21.22823729959049
53249,23.61114468396194
53499,5.353443156784028
53749,5.372879698220497
53999,5.73093795470814
54249,3.756865421122801
54499,4.503820027967829
54749,4.532343064291093
54999,4.8087404404123735
55249,8.014712351196984
55499,23.07272599736592
55749,15.069895151852846
55999,13.048762094167946
56249,12.426049629831287
56499,12.433894600388893
56749,13.90738997395262
56999,12.944064748952984
57249,13.507088221064695
57499,4.811780451527746
57749,5.144881337333785
57999,3.725313405827099
58249,3.669343502534086
58499,3.5067220271479647
58749,3.4357617045925473
58999,3.186273338084176
59249,3.379147984079055
59499,3.680770873642026
59749,3.138873052156609
59999,3.0761317967007282
60249,3.0540100114964077
60499,6.947672021568264
60749,6.913185572535422
60999,6.895524624824324
61249,7.541939458680326
61499,9.719101508393681
61749,9.211285873591864
61999,9.39815679488812
62249,12.293905572728768
62499,4.142155927501753
62749,6.354992225889844
62999,6.2316726889943554
63249,5.716778064352501
63499,5.7516140238637234
63749,5.653649852353501
63999,5.361299149702612
64249,4.753051885813834
64499,4.658246880074194
64749,4.77438035609383
64999,5.019192321294119
65249,4.917318676353053
65499,4.819853778547181
65749,4.741725618987436
65999,33.95554212337516
66249,33.099679809927196
66499,33.06594119594306
66749,24.731076659766135
66999,23.222228183292366
67249,22.355665204807895
67499,23.76408486118746
67749,20.695603297890973
67999,4.672359462930391
68249,5.122104938119596
68499,5.533396105018884
68749,4.108897043893864
68999,4.087904650122471
69249,4.307816068570255
69499,4.384227104212347
69749,5.1679951102917245
69999,16.41407564432266
70249,15.186754957238225
70499,16.812752302795698
70749,19.35549118589252
70999,18.915109699063926
71249,23.733252138147062
71499,18.801385260436806
71749,17.779564524216298
71999,11.322434141387873
72249,5.959073660912651
72499,11.282525864469422
72749,8.97661476055272
72999,7.651796867169117
73249,6.528305756757213
73499,6.912179922160983
73749,7.021027869962158
73999,6.380640289287021
74249,6.063306349374037
74499,5.887316123662604
74749,9.12037589610397
74999,9.095478610794013
75249,9.125805225507346
75499,13.80016548058247
75749,12.594386032040143
75999,16.980522643273382
76249,16.893820396512663
76499,17.70307960573287
76749,4.670957146845154
76999,8.932046400918688
77249,20.87873829772949
77499,31.282507381425244
77749,23.41589806382728
77999,9.328094377563504
78249,9.535945666969408
78499,9.716541147393997
78749,9.33156723442906
78999,7.392254366856124
79249,8.30005132842475
79499,8.44858384009583
79749,5.704593472434463
79999,5.674289225417748
80249,5.555433911006115
80499,5.254771804519994
80749,4.521473944581203
80999,4.746573478611691
81249,21.118873093417513
81499,20.500420732781247
81749,19.847136875767045
81999,19.121846590340418
82249,28.89776309376008
82499,22.01677103494127
82749,21.85987291809265
82999,20.90210106541634
83249,9.175134515926898
83499,8.457306214507547
83749,8.846099777089645
83999,8.4906504372426
84249,4.898818822829763
84499,4.811389401762834
84749,4.453666858379332
84999,4.151910933722533
85249,25.09079059365527
85499,24.851704507289586
85749,24.55432788725196
85999,26.824622533891514
86249,29.566340866401266
86499,35.6889712230357
86749,33.30404821835321
86999,29.143203426883723
87249,4.710766730352785
87499,4.4283634267700585
87749,5.279068786321332
87999,6.673374425036401
88249,5.415566298603056
88499,4.424576370431015
88749,4.502041750481423
88999,4.334214553234138
89249,6.758259578101656
89499,6.896030292959845
89749,5.704001852903203
89999,3.383035655831522
90249,3.271520843147671
90499,1.8950718734398972
90749,5.61462240186049
90999,4.2605206298880605
91249,3.4283485015591797
91499,3.2949114061248124
91749,5.23294984309169
91999,10.26313670958647
92249,17.0589088934685
92499,32.26042439378765
92749,37.265236469850414
92999,7.407307070021608
93249,7.168023726166961
93499,7.246585077076009
93749,7.2296750354185635
93999,7.395142244922031
94249,8.14946335817442
94499,7.9583825565645485
94749,7.82959226699232
94999,7.287528661416609
95249,7.051168506769696
95499,6.746803630921283
95749,6.699255981820028
95999,6.887984395220894
96249,18.75979926847366
96499,22.469498239802682
96749,21.489137100149527
96999,20.836075319097187
97249,17.148461320518603
97499,17.958350173233633
97749,17.34306589237082
97999,17.555494868423214
98249,9.256232542269656
98499,7.177573016277143
98749,5.870360177318726
98999,5.887655528835362
99249,7.0759720893641775
99499,7.191888153574555
99749,6.9238004175604395
99999,7.05109560758181
100249,12.761468009135523
100499,17.07421598150404
100749,18.623526488497017
100999,17.232841872164187
101249,16.848025480809582
101499,18.315179542693127
101749,17.050916352465322
101999,13.696434964799966
102249,6.806583129592493
102499,6.289105687819812
102749,6.06154745912369
102999,6.138460846273512
103249,5.39176130091076
103499,4.411995721514921
103749,6.128776726777836
103999,6.619726244265952
104249,3.882306991751507
104499,4.0856937421368285
104749,5.02547619927538
104999,6.362923988356665
105249,6.148770138110587
105499,5.246604346084495
105749,5.325076637601348
105999,6.2182215055166825
106249,5.571322399955666
106499,5.753107932331186
106749,5.654357480450776
106999,7.588488819300391
107249,9.602622871348542
107499,13.43798587812437
107749,11.964879792673548
107999,9.141764323096186
108249,9.268666149446803
108499,9.30671875188979
108749,9.410978568517537
108999,8.837642087287339
109249,8.788451447341677
109499,9.56670556043468
109749,9.591272001957238
109999,9.596224519684009
110249,9.643382203265634
110499,9.791148812754553
110749,9.958622643919703
110999,9.787834869106263
111249,13.643200412616958
111499,14.441341063998621
111749,13.712755631651175
111999,13.571230683497166
112249,21.18671182472006
112499,17.328120005669224
112749,14.920456817103467
112999,14.477410171902319
113249,12.202922219318872
113499,12.507788404663048
113749,12.612057800764507
113999,12.287446022914208
114249,9.096741291121658
114499,9.154755021524062
114749,9.572842878716322
114999,10.49462452001868
115249,10.728342321190949
115499,19.83340324587341
115749,16.11701636148438
115999,17.49202508300609
116249,16.451885855724903
116499,17.63860480013165
116749,17.317571912053054
116999,15.263990159248955
117249,14.840391269706881
117499,13.97738936754565
117749,12.509706262884249
117999,9.123481317524208
118249,9.352242987891607
118499,10.623961484336025
118749,10.795607185039437
118999,10.856516877224738
119249,12.265760328828982
119499,7.427777637148153
119749,7.3333945572309585
119999,8.904828529319097
120249,7.992850428560537
120499,7.638397634595888
